project_id,name,country,category,registry,status,volume_disponivel,total_emitido,total_aposentado
VCS1782,"Solar PV Power Project by Prayatna Developers Pvt. Ltd. at Bhatinda, Punjab",India,renewable-energy,verra,registered,297000.0,551111.0,254111.0
ACR212,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,United States,forest,american-carbon-registry,registered,295975.0,1710013.0,1414038.0
GLD745,Gaziantep Landfill Gas to Energy Project Turkey,Türkiye,ghg-management,gold-standard,unknown,295482.0,401947.0,106465.0
VCS685,"Cakit Hydropower Plant, Turkey",Türkiye,renewable-energy,verra,registered,292908.0,317018.0,24110.0
GLD2095,TerraClear Ceramic Water Purifier Project in Lao PDR,Laos,energy-efficiency,gold-standard,unknown,292204.0,429377.0,137173.0
VCS371,Guangdong Lankou 26MW Hydro Power Project,China,renewable-energy,verra,registered,291973.0,366109.0,74136.0
ACR676,A-Gas V6,United States,ghg-management,american-carbon-registry,completed,290961.0,1908868.0,1617907.0
VCS2538,Pendjari and W-Benin National Parks REDD+ Project,Benin,forest,verra,unknown,290700.0,290700.0,0.0
GLD11401,Bhesada Wind Power Project in Rajasthan,India,renewable-energy,gold-standard,unknown,289805.0,493381.0,203576.0
VCS964,"Uzundere I 63.0 MW Hydroelectric Power Plant Project, Turkey",Türkiye,renewable-energy,verra,registered,289020.0,539008.0,249988.0
ACR819,HT HFC Reclamation Project Georgia 2021,United States,ghg-management,american-carbon-registry,completed,288869.0,292094.0,3225.0
GLD3567,Cururos Wind Farm Project,Chile,renewable-energy,gold-standard,unknown,287269.0,1046715.0,759446.0
VCS2635,Luohe Geothermal Based Space Heating System,China,renewable-energy,verra,registered,285933.0,400579.0,114646.0
VCS2868,Women led cleaner cooking initiative in Odisha,India,fuel-switching,verra,registered,285123.0,285123.0,0.0
VCS1939,CECEP Gansu Yumen Changma Daba South Wind Farm Project,China,renewable-energy,verra,unknown,285027.0,578197.0,293170.0
VCS1463,India Sundarbans Mangrove Restoration,India,land-use,verra,registered,284778.0,478935.0,194157.0
VCS2606,Fujian Qingliu IFM (conversion of logged to protected forest) Project,China,forest,verra,registered,284683.0,357652.0,72969.0
VCS12,Chuanwei Group 24 MW Waste Gas based Captive Power Plant,China,ghg-management,verra,registered,283644.0,925415.0,641771.0
ACR652,True Manufacturing FBA Project 002A,United States,ghg-management,american-carbon-registry,completed,282972.0,282972.0,0.0
ACR224,"SANTOS ENERGIA WIND POWER COMPLEX: SANTO ANTÔNIO DE PÁDUA, SÃO CRISTÓVÃO AND SÃO JORGE",Brazil,renewable-energy,american-carbon-registry,completed,281743.0,468053.0,186310.0
CAR1408,Lassen,United States,forest,climate-action-reserve,registered,280421.0,430662.0,150241.0
ACR841,American Eagle Mine Methane Incineration Project,United States,ghg-management,american-carbon-registry,active,279435.0,293279.0,13844.0
GLD765,BK Energia Itacoatiara Project,Brazil,fuel-switching,gold-standard,unknown,278595.0,278595.0,0.0
VCS2767,Associated Gas Recovery and Utilization at Block 9,Oman,ghg-management,verra,listed,277405.0,277405.0,0.0
ACR765,Foam Blowing Agent Project 002G,United States,ghg-management,american-carbon-registry,completed,276634.0,318479.0,41845.0
GLD7616,Solar PV Power project in Barmer Rajasthan.,India,renewable-energy,gold-standard,unknown,276458.0,276458.0,0.0
VCS2299,Hunan Xiangtan Landfill Gas Power Generation Project,China,ghg-management,verra,registered,275106.0,301718.0,26612.0
GLD1041,Ferrosilicon waste heat power generation project,China,energy-efficiency,gold-standard,unknown,273212.0,273212.0,0.0
VCS2676,Community Carbon Efficient Cooking Programme - Tanzania-1,Tanzania,fuel-switching,verra,registered,272823.0,272823.0,0.0
VCS468,Capricorn Ridge 4 Wind Farm,United States,renewable-energy,verra,registered,271962.0,1078210.0,806248.0
VCS1297,Eren 37 MW Hydroelectric Power Plant,Türkiye,renewable-energy,verra,registered,271911.0,272541.0,630.0
CAR1041,Sacramento Canyon ARB001,United States,forest,climate-action-reserve,registered,271825.0,662284.0,390459.0
VCS2957,Wuhan Chenjiachong Landfill Gas Power Generation Project Phase II,China,ghg-management,verra,registered,271722.0,273466.0,1744.0
VCS1031,Dak Psi 3 and 4 Hydropower Project,Vietnam,renewable-energy,verra,registered,271717.0,490095.0,218378.0
VCS2414,Davidson County Landfill,United States,ghg-management,verra,registered,271178.0,458345.0,187167.0
CAR517,Anson County Landfill,United States,ghg-management,climate-action-reserve,registered,270115.0,389229.0,119114.0
ACR775,A-Gas V10,United States,ghg-management,american-carbon-registry,completed,270023.0,343908.0,73885.0
VCS740,PrairieWinds ND1 (PWND1) Emissions Reduction Project,United States,renewable-energy,verra,registered,269902.0,719245.0,449343.0
CAR1332,Lubrecht Experimental Forest Carbon Project,United States,forest,climate-action-reserve,registered,269633.0,774633.0,505000.0
ACR389,Winston Creek Forest Carbon Project,United States,forest,american-carbon-registry,registered,269551.0,952777.0,683226.0
VCS2349,Installation of high efficiency wood burning cookstoves in Kenya,Kenya,fuel-switching,verra,registered,269425.0,463875.0,194450.0
VCS1720,ONIL Stoves —Guatemala – CPA 002,Guatemala,fuel-switching,verra,registered,268710.0,381141.0,112431.0
GLD11624,GS1385 Man and Man Enterprise Improved Cooking Stoves Programme in Ghana - VPA003,Ghana,fuel-switching,gold-standard,unknown,268625.0,268625.0,0.0
GLD7629,Wind power project in Madhya Pradesh (2) India ,India,renewable-energy,gold-standard,unknown,268323.0,270342.0,2019.0
VCS2498,Afforestation of degraded grasslands in Caazapa and Guairá,Paraguay,forest,verra,registered,266735.0,435078.0,168343.0
CAR1088,Finite Carbon - JTO Champion Property IFM,United States,forest,climate-action-reserve,registered,265698.0,1138123.0,872425.0
GLD6394,Nepal Biogas Support Program - CPA 7: 18392 digesters,Nepal,ghg-management,gold-standard,unknown,265610.0,298106.0,32496.0
GLD4259,CPA 4 Improved Cook Stoves programme for Rwanda,Rwanda,fuel-switching,gold-standard,unknown,265560.0,265560.0,0.0
ACR908,Buchanan VAM VS-16,United States,ghg-management,american-carbon-registry,active,264654.0,264861.0,207.0
ACR888,Flathead Ridge Ranch Forest Carbon Project,United States,forest,american-carbon-registry,registered,263816.0,263816.0,0.0
CAR1442,Shasta Cascade Timberlands Forest Carbon Project,United States,forest,climate-action-reserve,registered,263204.0,263204.0,0.0
VCS1985,"100 MW Bundled Wind Power Project in Anantapuram, Andhra Pradesh",India,renewable-energy,verra,registered,263078.0,307114.0,44036.0
VCS504,Hainan Danzhou Eman Wind Power Project,China,renewable-energy,verra,registered,262722.0,416897.0,154175.0
VCS2540,Improved cookstoves for Burundi restaurants,Burundi,fuel-switching,verra,registered,261521.0,575239.0,313718.0
GLD474,*Rotor Elektrik Uretim Osmaniye Wind Farm,Türkiye,renewable-energy,gold-standard,unknown,260171.0,1569625.0,1309454.0
VCS355,Inner Mongolia Baotou Bayin Wind Power Project,China,renewable-energy,verra,registered,259454.0,319454.0,60000.0
VCS2083,Liangdu Afforestation Project,China,forest,verra,completed,258989.0,871953.0,612964.0
VCS1844,80 MW SOLAR BY FERMI SOLAR FARMS PVT LTD - CHALISGAON.,India,renewable-energy,verra,registered,258860.0,474139.0,215279.0
ACR509,Kite Hammock IFM,United States,forest,american-carbon-registry,registered,258729.0,275163.0,16434.0
GLD1322,Balabanli Wind Power Plant,Türkiye,renewable-energy,gold-standard,unknown,258161.0,784049.0,525888.0
VCS1205,Tatar Hydro Electricity Power Plant,Türkiye,renewable-energy,verra,registered,258023.0,1222788.0,964765.0
VCS736,Guyuan Wuhuaping 49.5 MW Wind Power Project,China,renewable-energy,verra,registered,257767.0,530521.0,272754.0
ACR690,Anew - Michigan DNR Wolverine Copper Forestry Project,United States,forest,american-carbon-registry,registered,257583.0,260638.0,3055.0
GLD6393,Nepal Biogas Support Program - CPA 6: 18504 digesters,Nepal,ghg-management,gold-standard,unknown,257451.0,285079.0,27628.0
VCS1395,Bajo Calima y Bahía Málaga (BCBM) REDD+ Project,Colombia,forest,verra,registered,257248.0,1620202.0,1362954.0
GLD1348,CERIT 90 MW WPP,Türkiye,renewable-energy,gold-standard,unknown,256859.0,262697.0,5838.0
VCS752,YEDISU 22.71 MW HYDROELECTRIC POWER PLANT PROJECT,Türkiye,renewable-energy,verra,registered,256599.0,256599.0,0.0
VCS1731,CFL lighting scheme Bachat Lamp Yojana - CER Conversion,India,energy-efficiency,verra,unknown,256547.0,352292.0,95745.0
GLD6793,Taspinar Wind Power Project,Türkiye,renewable-energy,gold-standard,unknown,256519.0,289059.0,32540.0
CAR1391,Finite Carbon - Lyme Wisconsin IFM,United States,forest,climate-action-reserve,registered,256275.0,998971.0,742696.0
GLD2766,Xenamnoy 1 Hydropower Project,Laos,renewable-energy,gold-standard,unknown,255277.0,318177.0,62900.0
CAR1584,"Proyecto forestal de carbono del Ejido San Diego de Tezains, Durango, México",Mexico,forest,climate-action-reserve,registered,255063.0,606293.0,351230.0
VCS1248,CGN Hami Phase I 20MWp Grid-connected PV Power Plant Project,China,renewable-energy,verra,registered,254709.0,254709.0,0.0
VCS1968,Grid Connected Wind Energy Project in Gujarat,India,renewable-energy,verra,registered,254468.0,254468.0,0.0
VCS1964,Quang Minh Solar Power Project,Vietnam,renewable-energy,verra,registered,253206.0,318969.0,65763.0
GLD11564,GS1385 Man and Man Enterprise Improved Cooking Stoves Programme in Ghana - VPA002 (Western Region),Ghana,fuel-switching,gold-standard,unknown,253101.0,253281.0,180.0
VCS2731,Xuzhou Yanqun MSW Landfill Site LFG Recovery to Power Project,China,ghg-management,verra,registered,252983.0,252983.0,0.0
GLD424,CECIC Zhangbei Dayangzhuang Wind Farm Project,China,renewable-energy,gold-standard,unknown,252625.0,252625.0,0.0
VCS1679,"Bundled Wind Power Project in Madhya Pradesh, Gujarat and Kerala by D.J. Malpani",India,renewable-energy,verra,registered,251969.0,537844.0,285875.0
GLD2546,Mut Wind Power Plant Turkey,Türkiye,renewable-energy,gold-standard,unknown,251874.0,540660.0,288786.0
VCS2696,Zhengbang AWMS GHG Mitigation Project in Guangdong Province,China,ghg-management,verra,registered,251047.0,429056.0,178009.0
GLD11237,Ia Bang 1 Wind Power,Vietnam,renewable-energy,gold-standard,unknown,251016.0,251016.0,0.0
GLD4962,Wind Power Project in Madhya Pradesh by OBWPPL,India,renewable-energy,gold-standard,unknown,250453.0,745911.0,495458.0
VCS1002,"Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited",India,fuel-switching,verra,unknown,250382.0,2600983.0,2350601.0
VCS1661,Costa Rica Grouped Wind Project,Costa Rica,renewable-energy,verra,registered,249500.0,362644.0,113144.0
ACR647,The Nature Conservancy – Michigamme Highlands Carbon Project,United States,forest,american-carbon-registry,registered,249359.0,257359.0,8000.0
VCS1943,"20MW Samal Grid-connected Hydroelectric Project in Orissa, India",India,renewable-energy,verra,unknown,249083.0,293574.0,44491.0
VCS1997,TROPICAL WIND IN THAILAND,Thailand,renewable-energy,verra,registered,249024.0,563387.0,314363.0
VCS3005,Tongxu Biogas Recovery and Utilization Project,China,ghg-management,verra,registered,248728.0,390859.0,142131.0
VCS400,"Zhejiang Provincial Energy Group Zhenhai Natural Gas Power Generation Co., Ltd.’s NG Power Generation Project",China,fuel-switching,verra,registered,248509.0,940006.0,691497.0
VCS273,Diaobingshan New-built 49.5MW Wind Power Station Project,China,renewable-energy,verra,registered,248038.0,290892.0,42854.0
VCS1671,"Wind based power generation by Panama Wind Energy Private Limited in Maharashtra, India",India,renewable-energy,verra,registered,247850.0,786307.0,538457.0
ACR613,Anew - Bluestone Forestry Project,United States,forest,american-carbon-registry,registered,247819.0,247819.0,0.0
GLD11075,Solar water filtration units for rural areas in coastal Bangladesh,Bangladesh,energy-efficiency,gold-standard,unknown,247489.0,247561.0,72.0
GLD1286,Şenbük WPP Project,Türkiye,renewable-energy,gold-standard,unknown,247329.0,424931.0,177602.0
GLD7754,Tuppadahalli Wind Energy Project,India,renewable-energy,gold-standard,unknown,247285.0,323794.0,76509.0
VCS892,Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project,China,renewable-energy,verra,registered,246023.0,2034628.0,1788605.0
CAR917,Orange County NC Landfill Gas Project,United States,ghg-management,climate-action-reserve,registered,245360.0,245360.0,0.0
ACR373,Blue Source - Northwoods Improved Forest Management Project,United States,forest,american-carbon-registry,active,244617.0,499009.0,254392.0
GLD683,Bandirma-3 WPP,Türkiye,renewable-energy,gold-standard,unknown,244430.0,423768.0,179338.0
VCS476,28MW Jinkouba Hydropower Project,China,renewable-energy,verra,registered,243408.0,720798.0,477390.0
ACR395,Finite Carbon - MWF Ned Lake IFM,United States,forest,american-carbon-registry,active,242586.0,994759.0,752173.0
VCS786,Hyundai Steel Waste Energy Cogeneration Project,South Korea,energy-efficiency,verra,registered,242354.0,9757069.0,9514715.0
VCS912,"Gunder Hydro Power Project, Turkey",Türkiye,renewable-energy,verra,registered,241650.0,271002.0,29352.0
GLD5007,Renewable energy wind power project in Rajasthan,India,renewable-energy,gold-standard,unknown,241097.0,373330.0,132233.0
VCS3225,Yingkou MSW Incineration and Power Generation Project,China,fuel-switching,verra,registered,240980.0,240980.0,0.0
VCS2836,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0002,Kenya,energy-efficiency,verra,registered,240746.0,240746.0,0.0
VCS758,Saracbendi HPP Run-of-River Hydro Project,Türkiye,renewable-energy,verra,registered,240638.0,293743.0,53105.0
VCS761,Doruk HPP Run-of-River Hydro Project,Türkiye,renewable-energy,verra,registered,240626.0,240626.0,0.0
VCS2902,Adjusted Water Management in Rice Cultivation In Huangmei County,China,agriculture,verra,completed,240000.0,240000.0,0.0
VCS2909,Adjusted Water Management in Rice Cultivation In Yingcheng City,China,agriculture,verra,completed,240000.0,240000.0,0.0
VCS2771,Futong Adjusted Water Management in Rice Cultivation,China,agriculture,verra,completed,240000.0,240000.0,0.0
VCS2633,Adjusted Water Management in Rice Cultivation in Nanchuan District,China,agriculture,verra,completed,240000.0,240000.0,0.0
VCS2899,Adjusted Water Management in Rice Cultivation In Dawu County,China,agriculture,verra,completed,240000.0,240000.0,0.0
VCS2903,Adjusted Water Management in Rice Cultivation In Xiaochang County,China,agriculture,verra,completed,240000.0,240000.0,0.0
GLD1190,Hasanbeyli 50 MW WPP Turkey,Türkiye,renewable-energy,gold-standard,unknown,239767.0,832461.0,592694.0
VCS2846,FSW AMMS GHG Mitigation Project in Nanyang City,China,ghg-management,verra,registered,239657.0,597264.0,357607.0
VCS1824,"Liucheng Biomass Power Generation Project in Guangxi Zhuang Autonomous Region, China",China,fuel-switching,verra,registered,239559.0,1069816.0,830257.0
GLD1321,Ecofiltro Guatemala Improved Stoves and Water Purification Project,Guatemala,energy-efficiency,gold-standard,unknown,239517.0,1496203.0,1256686.0
VCS1196,Gansu Yongdeng Longlin Hydro Power Project,China,renewable-energy,verra,unknown,238548.0,314733.0,76185.0
VCS1804,Combio Renewable Biomass Project - Três Marias,Brazil,fuel-switching,verra,unknown,237745.0,268468.0,30723.0
CAR1330,Monte Rio Improved Forest Management Project,United States,forest,climate-action-reserve,registered,237483.0,259873.0,22390.0
ACR578,New Era Abandoned Mine Methane Recovery Project,United States,ghg-management,american-carbon-registry,active,236124.0,240965.0,4841.0
GLD11336,Shuangbaotai Animal Manure Management System GHG Mitigation Project in Guangxi Province,China,ghg-management,gold-standard,unknown,235542.0,260692.0,25150.0
VCS756,Crow Lake Wind Emissions Reduction Project,United States,renewable-energy,verra,registered,235418.0,1233208.0,997790.0
VCS607,Darkwoods Forest Carbon Project,Canada,forest,verra,registered,235224.0,2958089.0,2722865.0
VCS3625,Yangdong Landfill Gas Power Generation Project,China,ghg-management,verra,registered,234938.0,234938.0,0.0
VCS3350,THE ARR HORIZONTE CARBON PROJECT,Brazil,forest,verra,unknown,234449.0,279168.0,44719.0
GLD1049,GS1005 Qori Q'oncha - Improved cookstoves diffusion programme in Peru - VPA2,Peru,fuel-switching,gold-standard,unknown,234131.0,1418189.0,1184058.0
VCS2026,Allain Duhangan Hydroelectric Project (ADHP),India,renewable-energy,verra,registered,233911.0,1535217.0,1301306.0
VCS954,Kepezkaya Hydroelectric Power Plant Project,Türkiye,renewable-energy,verra,registered,232867.0,536754.0,303887.0
GLD1128,GS1127 SKG Sangha Biodigester PoA - Gulbarga Biodigester Project CPA1,India,ghg-management,gold-standard,unknown,232608.0,314458.0,81850.0
GLD6748,25.5 MW Wind Energy Farm at Nandurbar Maharashtra by HZL,India,renewable-energy,gold-standard,unknown,231431.0,351512.0,120081.0
VCS3599,Grouped Projects for Safe Drinking Water for Schools in Viet Nam,Vietnam,energy-efficiency,verra,unknown,231421.0,231421.0,0.0
GLD3041,Soke Wind Power Plant Project,Türkiye,renewable-energy,gold-standard,unknown,230076.0,243112.0,13036.0
ACR926,Advanced Refrigeration and HFC Draw Down - Project 007 - US (38 states),United States,ghg-management,american-carbon-registry,completed,230064.0,230064.0,0.0
GLD3664,Enercon Wind Farm (Hindustan) Ltd in Karnataka,India,renewable-energy,gold-standard,unknown,229644.0,229644.0,0.0
GLD11728,Manaus Landfill Gas Project,Brazil,ghg-management,gold-standard,unknown,229618.0,717141.0,487523.0
GLD1109,78.2 MW Dinar Wind Power Project Turkey,Türkiye,renewable-energy,gold-standard,unknown,229342.0,238276.0,8934.0
VCS422,Zhejiang Wenling Donghaitang Wind Power Project,China,renewable-energy,verra,registered,229065.0,321065.0,92000.0
GLD12926,BaumInvest Flor Morado Reforestation Project Punta Hermosa & Moriche Solo,Colombia,forest,gold-standard,unknown,228817.0,228817.0,0.0
VCS1479,Wind Power Project of CLP Wind Farms (India) Private Limited at Jath,India,renewable-energy,verra,registered,228155.0,1032257.0,804102.0
ACR923,Loess Hills Regional Sanitary Landfill,United States,ghg-management,american-carbon-registry,registered,228132.0,228572.0,440.0
VCS1930,Henan Nanzhao Afforestation Project,China,forest,verra,completed,227295.0,418299.0,191004.0
VCS1416,Umurlu GeoThermal Power Plant,Türkiye,renewable-energy,verra,registered,226463.0,226463.0,0.0
VCS1042,Oaxaca III Wind Energy Project,Mexico,renewable-energy,verra,registered,225365.0,345162.0,119797.0
VCS45,Zhoubai Hydroelectric Project,China,renewable-energy,verra,registered,224805.0,224957.0,152.0
GLD879,Energy Efficient Cook Stoves for Siaya Communities Kenya,Kenya,fuel-switching,gold-standard,unknown,224264.0,1407012.0,1182748.0
VCS2680,Yichang Huangjiawan MSW Landfill site LFG Recovery to power project,China,ghg-management,verra,registered,224201.0,224201.0,0.0
CAR491,TRR Landfill,United States,ghg-management,climate-action-reserve,registered,223769.0,310575.0,86806.0
GLD10885,GS10884 - KOKO Kenya - Ethanol Cookstoves Program - CPA-0001,Kenya,fuel-switching,gold-standard,unknown,220954.0,221038.0,84.0
VCS413,Hebei Yuxian Kongzhongcaoyuan 49.5MW Wind Farm Project,China,renewable-energy,verra,registered,220550.0,616820.0,396270.0
ACR425,Bluesource - Goldbelt Improved Forest Management Project,United States,forest,american-carbon-registry,active,219516.0,475920.0,256404.0
GLD2497,Kurtkayasi Wind Power Plant,Türkiye,renewable-energy,gold-standard,unknown,219484.0,296487.0,77003.0
VCS1174,"Akcay 28.78 MW, Hydroelectric Power Plant Project (HEPP), Turkey",Türkiye,renewable-energy,verra,registered,218961.0,306494.0,87533.0
GLD753,Mersin Wind Farm Project,Türkiye,renewable-energy,gold-standard,unknown,215820.0,832439.0,616619.0
GLD2503,National Bio Energy Changtu Biomass Power Plant,China,fuel-switching,gold-standard,unknown,215592.0,612332.0,396740.0
VCS2608,SHINE - Distribution of LED lightbulbs in India-2,India,renewable-energy,verra,registered,214944.0,400944.0,186000.0
VCS1242,Inner Mongolia Helin Shimenzi 49.5MW Wind Power Project,China,renewable-energy,verra,registered,214740.0,370074.0,155334.0
VCS565,40.0 MW DEGIRMENUSTU Hydroelectric Power Plant,Türkiye,renewable-energy,verra,unknown,214343.0,269546.0,55203.0
ACR454,Foam Blowing Agent Project 003C,United States,ghg-management,american-carbon-registry,completed,214095.0,291983.0,77888.0
GLD11307,Sapphire 49.5MW Wind Farm Project,Pakistan,renewable-energy,gold-standard,unknown,213896.0,216683.0,2787.0
VCS1330,Midilli Hydroelectric Power Plant,Türkiye,renewable-energy,verra,registered,213370.0,263175.0,49805.0
VCS1721,ONIL Stoves  Guatemala Uspantan,Guatemala,fuel-switching,verra,registered,212746.0,576205.0,363459.0
CAR444,Erie County Landfill,United States,ghg-management,climate-action-reserve,registered,212669.0,600203.0,387534.0
VCS2355,Suzhou Qizishan MSW landfill site redundant LFG recovery to power project,China,ghg-management,verra,registered,212590.0,212590.0,0.0
VCS2631,Adjusted Water Management in Rice Cultivation in Dazu District,China,agriculture,verra,completed,212301.0,240000.0,27699.0
VCS198,J L Silva Ceramic Fuel Switching Project,Brazil,fuel-switching,verra,registered,212043.0,264979.0,52936.0
VCS2629,Adjusted Water Management in Rice Cultivation in South Jiangjin District,China,agriculture,verra,completed,211843.0,240000.0,28157.0
ACR634,ILTF/NICC & SIG Fond Du Lac Band Forest Carbon Project,United States,forest,american-carbon-registry,registered,211640.0,313927.0,102287.0
GLD7469,50.6 MW Wind Energy Project by Powerica Limited,India,renewable-energy,gold-standard,unknown,211186.0,487008.0,275822.0
GLD2545,Koru Wind Power Plant Turkey,Türkiye,renewable-energy,gold-standard,unknown,211141.0,606064.0,394923.0
GLD11334,Heilongjiang Swine Farm Animal Waste Management System GHG Mitigation Project,China,ghg-management,gold-standard,unknown,211096.0,1025672.0,814576.0
VCS3010,Macaúbas Landfill Gas Project - CER Conversion,Brazil,ghg-management,verra,unknown,211025.0,501525.0,290500.0
VCS337,"Methane Recovery Project Princepeel Wilbertoord, North Brabant, The Netherlands",Netherlands,ghg-management,verra,registered,210471.0,471749.0,261278.0
VCS2555,"Improving rural livelihood through agroforestry practices in Punjab, India- II",India,forest,verra,unknown,209265.0,224473.0,15208.0
VCS1900,Makame Savannah REDD,Tanzania,forest,verra,registered,208753.0,411182.0,202429.0
GLD11404,Lingasugur Wind Power Project in Karnataka ,India,renewable-energy,gold-standard,unknown,208348.0,312794.0,104446.0
VCS893,Kale HES Hydro Power Project,Türkiye,renewable-energy,verra,registered,207814.0,240727.0,32913.0
VCS1542,Yunnan Kunming Liangqu Improved Forest Management Project,China,forest,verra,registered,207758.0,501781.0,294023.0
ACR733,Scott River Whiskey IFM Project,United States,forest,american-carbon-registry,registered,207118.0,229288.0,22170.0
VCS697,Hebei Kangbao Sanxiatian Wind Farm Project,China,renewable-energy,verra,registered,207064.0,711016.0,503952.0
VCS1001,Inner Mongolia Yihewusu Phase II 49.5 MW Wind Power Project,China,renewable-energy,verra,registered,206551.0,656518.0,449967.0
CAR790,Bi-County Landfill Gas Destruction Project,United States,ghg-management,climate-action-reserve,registered,205978.0,670423.0,464445.0
ACR945,HT HFC Reclamation Project Champaign 2022-2,United States,ghg-management,american-carbon-registry,completed,205798.0,205798.0,0.0
VCS4229,RENEW SAKHI - IMPROVED COOKSTOVES - 01,India,fuel-switching,verra,registered,205769.0,205769.0,0.0
GLD4707,34 MW Wind Power Project at Khanapur Sangli Maharashtra India,India,renewable-energy,gold-standard,unknown,205616.0,446966.0,241350.0
VCS1032,Xundian Jinfeng 12.6MW Hydropower Project,China,renewable-energy,verra,registered,205415.0,259318.0,53903.0
VCS982,"Combined cycle natural gas based grid connected power plant at Jegurupadu, India",India,fuel-switching,verra,unknown,205353.0,1407860.0,1202507.0
GLD2684,MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 002: XacBank LLC,Mongolia,energy-efficiency,gold-standard,unknown,204905.0,235082.0,30177.0
VCS1855,Hechu Afforestation Project in Anhui Province,China,forest,verra,completed,204465.0,904679.0,700214.0
VCS2616,BQS improved cookstoves for Burundi’s schools,Burundi,fuel-switching,verra,registered,203366.0,263695.0,60329.0
ACR371,Blue Source - Great Mountain Forest Improved Forest Management Project,United States,forest,american-carbon-registry,active,202656.0,417462.0,214806.0
ACR493,Marshall County Flare I,United States,ghg-management,american-carbon-registry,active,202554.0,350939.0,148385.0
GLD5199,Solar Power Project in Rajasthan,India,renewable-energy,gold-standard,unknown,202396.0,202492.0,96.0
VCS2615,Jinjia Jiayi CMM Power Generation Project,China,ghg-management,verra,registered,201552.0,205738.0,4186.0
CAR1209,Blue Source-Wolf River Improved Forest Management Project,United States,forest,climate-action-reserve,registered,201060.0,679990.0,478930.0
VCS810,CEYHAN 61.7 MW Hydropower Project,Türkiye,renewable-energy,verra,registered,199700.0,379970.0,180270.0
VCS1400,Concosta REDD+ Project,Colombia,forest,verra,registered,199107.0,544278.0,345171.0
VCS1580,Solar Grouped project by ACME Group (EKIESL-VCS-Aug-16-01),India,renewable-energy,verra,registered,199040.0,3760043.0,3561003.0
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,United States,forest,american-carbon-registry,active,198559.0,853781.0,655222.0
VCS808,Yuxian Baiyantuo 49.3 MW Wind Power Project,China,renewable-energy,verra,registered,197909.0,643046.0,445137.0
CAR1265,Verwey Hanford Dairy Digester,United States,ghg-management,climate-action-reserve,registered,197637.0,278129.0,80492.0
CAR811,Rentech Energy Midwest Corporation – Nitric Acid Plant 1,United States,ghg-management,climate-action-reserve,registered,197298.0,1116180.0,918882.0
VCS2951,Liaoning Xinwang Swine Farm Manure Management System GHG Mitigation Project,China,ghg-management,verra,registered,197147.0,308498.0,111351.0
VCS1322,"Buyukduz Hydroelectric Power Plant, Turkey",Türkiye,renewable-energy,verra,registered,196629.0,364219.0,167590.0
GLD7620,50.6 MW Wind Power Project at Umrali Gujarat by Powerica Limited ,India,renewable-energy,gold-standard,unknown,196573.0,319392.0,122819.0
VCS947,Spartanburg County Landfill Gas Combustion Project,United States,ghg-management,verra,registered,196270.0,794040.0,597770.0
VCS1499,Toros Hydroelectric Power Plant,Türkiye,renewable-energy,verra,registered,196107.0,708702.0,512595.0
ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,United States,ghg-management,american-carbon-registry,active,195190.0,221141.0,25951.0
VCS1247,CGN Aletai Qinghe Phase I 20MWp Grid-connected PV Power Plant Project,China,renewable-energy,verra,registered,194897.0,216000.0,21103.0
VCS276,Jilin Tongyu Tongfa Wind Power Project,China,renewable-energy,verra,registered,194838.0,194838.0,0.0
ACR479,Advanced Refrigeration US49 - ARS 001,United States,ghg-management,american-carbon-registry,completed,194624.0,199624.0,5000.0
VCS2384,Recipe for Change Grouped Project,South Africa,fuel-switching,verra,registered,194595.0,490096.0,295501.0
VCS421,Jiangsu Qidong Dongyuan Wind Power Project,China,renewable-energy,verra,registered,194539.0,195139.0,600.0
VCS3158,Distribution of energy efficient cookstoves in India-2,India,fuel-switching,verra,completed,194162.0,243104.0,48942.0
GLD12302,Clean Cooking Program in Rural India,India,fuel-switching,gold-standard,unknown,193978.0,440677.0,246699.0
GLD2419,Project Karaha Unit 1 PT. Pertamina Geothermal Energy,Indonesia,renewable-energy,gold-standard,unknown,192809.0,192809.0,0.0
VCS1289,Talas de Maciel II Wind Farm,Uruguay,renewable-energy,verra,registered,192573.0,502296.0,309723.0
VCS1249,CGN Kashi Yingjisha Phase I 20MWp Grid-connected PV Power Plant Project,China,renewable-energy,verra,registered,192440.0,192440.0,0.0
GLD1350,InfraVest Taiwan Wind Farms Bundled Project 2012,Taiwan,renewable-energy,gold-standard,unknown,192157.0,330657.0,138500.0
CAR1696,Ciudad Juarez Landfill Gas to Energy Project,Mexico,ghg-management,climate-action-reserve,registered,191980.0,216607.0,24627.0
ACR568,Spray Foam Omega 2,United States,ghg-management,american-carbon-registry,completed,190842.0,730969.0,540127.0
VCS910,"Wind energy project in Samana, Gujarat and Saundatti, Karnataka",India,renewable-energy,verra,registered,190472.0,653468.0,462996.0
