project_id,name,country,category,registry,status,volume_disponivel,total_emitido,total_aposentado
ART102,Guyana,Guyana,forest,art-trees,registered,40613553.0,40614961.0,1408.0
VCS934,The Mai Ndombe REDD+ Project,DR Congo,forest,verra,unknown,25448994.0,37381090.0,11932096.0
VCS1748,Southern Cardamom REDD+ Project,Cambodia,forest,verra,registered,21304175.0,27627237.0,6323062.0
VCS1742,Hydroelectric Project in Kinnaur District in Himachal Pradesh,India,renewable-energy,verra,registered,17856288.0,29486267.0,11629979.0
VCS985,Cordillera Azul National Park REDD Project,Peru,forest,verra,registered,15127008.0,30839971.0,15712963.0
VCS896,Foz do Chapecó Project,Brazil,renewable-energy,verra,registered,12259125.0,13591860.0,1332735.0
CAR1480,Phlogiston Phase I,United States,ghg-management,climate-action-reserve,registered,10476266.0,14515089.0,4038823.0
VCS1477,Katingan Peatland Restoration and Conservation Project,Indonesia,forest,verra,registered,10202169.0,39998290.0,29796121.0
VCS2930,Reducing Gas Leakages within the Titas Gas Distribution Network in Bangladesh,Bangladesh,ghg-management,verra,unknown,8204846.0,8273584.0,68738.0
GLD11440,GS10884 - KOKO Kenya - Ethanol Cookstoves Program - CPA-0002,Kenya,fuel-switching,gold-standard,unknown,7897861.0,8001971.0,104110.0
VCS1650,Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary,Cambodia,forest,verra,registered,7379320.0,18874424.0,11495104.0
VCS1566,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),Colombia,forest,verra,registered,7284626.0,27094417.0,19809791.0
ACR255,Finite Carbon - Colville IFM,United States,forest,american-carbon-registry,active,6667833.0,14773048.0,8105215.0
VCS868,"REDD project in Brazil nut concessions in Madre de Dios, Peru",Peru,forest,verra,registered,6375432.0,14122644.0,7747212.0
VCS2923,Grouped Projects for Viet Nam Cookstove Program.,Vietnam,fuel-switching,verra,registered,6000303.0,6072505.0,72202.0
VCS2252,Rio Anapu-Pacaja REDD Project,Brazil,forest,verra,unknown,5320433.0,6307759.0,987326.0
VCS1468,Northern Kenya Grassland Carbon Project,Kenya,land-use,verra,unknown,5178548.0,6763174.0,1584626.0
VCS883,"Madushan Hydropower Project on Honghe River in Yunnan Province, China",China,renewable-energy,verra,registered,4914902.0,6458608.0,1543706.0
ACR324,Finite Carbon - Sealaska Native Alaskan IFM,United States,forest,american-carbon-registry,active,4823574.0,12905419.0,8081845.0
VCS612,The Kasigau Corridor REDD Project - Phase II The Community Ranches,Kenya,forest,verra,registered,4745853.0,11758495.0,7012642.0
VCS1753,Bundled Solar Photovoltaic Project by ACME,India,renewable-energy,verra,registered,4718250.0,8526931.0,3808681.0
VCS1522,Soubre Hydropower Project,Cote d'Ivoire,renewable-energy,verra,registered,4664820.0,4967399.0,302579.0
ACR360,Finite Carbon - Ahtna Native Alaskan IFM,United States,forest,american-carbon-registry,active,4360805.0,15769238.0,11408433.0
ACR437,Bluesource - Cumberland Mountains Improved Forest Management Project,United States,forest,american-carbon-registry,active,4353722.0,8015223.0,3661501.0
VCS1100,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,Türkiye,renewable-energy,verra,registered,4121236.0,5485316.0,1364080.0
VCS960,Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,Uruguay,forest,verra,registered,4066308.0,5812947.0,1746639.0
VCS902,KARIBA REDD+ PROJECT,Zimbabwe,forest,verra,completed,4038370.0,23513266.0,19474896.0
VCS1311,"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar",Madagascar,forest,verra,unknown,3885206.0,3915496.0,30290.0
VCS92,300MW Hydropower project by JHPL,India,renewable-energy,verra,registered,3861058.0,11997232.0,8136174.0
VCS4150,DelAgua Clean Cooking Grouped Project in Rwanda,Rwanda,fuel-switching,verra,unknown,3698366.0,3861959.0,163593.0
VCS1805,Solar Energy Project(s) by SB Energy Private Limited,India,renewable-energy,verra,registered,3592115.0,9446114.0,5853999.0
VCS2478,Reducing Gas Leakages within the Titas Gas Distribution Network in Bangladesh - CER Conversion,Bangladesh,ghg-management,verra,unknown,3520618.0,7657147.0,4136529.0
VCS1775,Luangwa Community Forests Project,Zambia,forest,verra,unknown,3484237.0,9383511.0,5899274.0
VCS929,Energy Efficiency and Solid Waste Diversion Activities within the Quebec Sustainable Community,Canada,energy-efficiency,verra,unknown,3476754.0,4294659.0,817905.0
GLD707,LANDFILL GAS EXTRACTION AND ELECTRICITY GENERATION PROJECT - ISTANBUL TURKEY,Türkiye,ghg-management,gold-standard,unknown,3410641.0,9933803.0,6523162.0
VCS2609,KUAMUT RAINFOREST CONSERVATION PROJECT,Malaysia,forest,verra,unknown,3393759.0,4258969.0,865210.0
VCS1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,forest,verra,unknown,3095350.0,11990260.0,8894910.0
VCS1146,The Hyundai Waste Energy Recovery CO-Generation Project Phase II,South Korea,ghg-management,verra,registered,3045092.0,8383216.0,5338124.0
VCS1792,Ghani Solar Renewable Power Project by Greenko Group,India,renewable-energy,verra,registered,3040698.0,6052086.0,3011388.0
VCS832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Brazil,forest,verra,registered,2969692.0,4416877.0,1447185.0
VCS959,‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,Uruguay,forest,verra,registered,2937956.0,8335912.0,5397956.0
VCS2502,TAHUAMANU AMAZON REDD PROJECT,Peru,forest,verra,unknown,2856387.0,3670112.0,813725.0
VCS1904,Wind Power Project in Tamil Nadu by Green Infra Renewable Energy Limited,India,renewable-energy,verra,registered,2850747.0,3452180.0,601433.0
ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),United States,forest,american-carbon-registry,registered,2821769.0,6702622.0,3880853.0
VCS1728,Bundled Wind Power Project by Mytrah Group,India,renewable-energy,verra,registered,2808797.0,6000640.0,3191843.0
VCS2736,Reducing Gas Leakages within the Bakhrabad Gas Distribution Network in Bangladesh,Bangladesh,ghg-management,verra,registered,2790185.0,2795255.0,5070.0
VCS2738,Reducing Gas Leakages within the Karnaphuli Gas Distribution Network in Bangladesh,Bangladesh,ghg-management,verra,registered,2743135.0,2747860.0,4725.0
VCS1815,Renewable Solar Power Project by Adani Green Energy Limited,India,renewable-energy,verra,registered,2737346.0,5343328.0,2605982.0
VCS981,Pacajai REDD+ Project,Brazil,forest,verra,unknown,2707699.0,9582744.0,6875045.0
VCS2250,Delta Blue Carbon – 1,Pakistan,land-use,verra,registered,2673397.0,4802658.0,2129261.0
ACR701,Finite Carbon - Windrock Land Company IFM,United States,forest,american-carbon-registry,registered,2647324.0,2707858.0,60534.0
CAR1264,Chugach Alaska Forest Carbon Project,United States,forest,climate-action-reserve,registered,2514664.0,7563693.0,5049029.0
VCS453,Gansu Huanghe Bingling Hydropower Station Project,China,renewable-energy,verra,registered,2460802.0,2490647.0,29845.0
VCS2605,İZMIR LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,Türkiye,ghg-management,verra,registered,2445711.0,2445711.0,0.0
ACR303,White Mountain Apache Tribe Carbon Project II,United States,forest,american-carbon-registry,active,2433766.0,6522969.0,4089203.0
VCS1784,Solar Power Project by Mytrah Energy India Private Limited,India,renewable-energy,verra,registered,2372844.0,3141114.0,768270.0
VCS1851,Renewable Solar Power Project by ReNew Solar Power Private Limited,India,renewable-energy,verra,unknown,2337699.0,10955876.0,8618177.0
GLD10790,GS10789 VPA1: Efficient and Clean Cooking for households in Somalia,Somalia,fuel-switching,gold-standard,unknown,2273230.0,2667927.0,394697.0
GLD7312,Promoting Improved Cooking practices in Nigeria,Nigeria,fuel-switching,gold-standard,unknown,2251076.0,4358255.0,2107179.0
VCS884,Nansha Hydro Power Project in Yunnan Province China,China,renewable-energy,verra,registered,2240452.0,2745232.0,504780.0
GLD7152,252 MW Wind Energy Project by Green Infra Wind Energy Limited,India,renewable-energy,gold-standard,unknown,2229139.0,2713113.0,483974.0
VCS1931,Energising India using Solar Energy Projects,India,renewable-energy,verra,registered,2209154.0,3470882.0,1261728.0
VCS2551,BRAZILIAN AMAZON APD GROUPED PROJECT,Brazil,forest,verra,unknown,2181748.0,3002762.0,821014.0
VCS2737,Reducing Gas Leakages within the Jalalabad Gas Distribution Network in Bangladesh,Bangladesh,ghg-management,verra,registered,2172757.0,2181179.0,8422.0
GLD7745,300 MW Wind Power Project in Gujarat by Alfanar Power ,India,renewable-energy,gold-standard,unknown,2168019.0,2369322.0,201303.0
VCS1867,Ningxia Xiangshan Wind Farm Project,China,renewable-energy,verra,registered,2100360.0,4041916.0,1941556.0
ACR260,Warm Springs Phase I,United States,forest,american-carbon-registry,active,2073711.0,2703449.0,629738.0
ACR662,Whirlpool HFO Supsa 662,Mexico,ghg-management,american-carbon-registry,completed,2069372.0,2074459.0,5087.0
ACR975,Foam Blowing Agent Project 004-2023,United States,ghg-management,american-carbon-registry,completed,2047598.0,2047598.0,0.0
VCS2748,Zhangye Improved Grassland Management Project,China,land-use,verra,registered,2040378.0,2458517.0,418139.0
VCS2372,Installation of high efficiency wood burning cookstoves in Malawi - Project 2,Malawi,fuel-switching,verra,registered,1987466.0,4444642.0,2457176.0
VCS1950,Longyuan Mulilo De Aar 2 North Wind Energy Facility,South Africa,renewable-energy,verra,registered,1959794.0,2794486.0,834692.0
VCS2749,DelAgua Clean Cooking Grouped Project,Rwanda,energy-efficiency,verra,registered,1912383.0,2408517.0,496134.0
ACR966,Heartland Methane Abatement and Land Restoration Project 2,United States,ghg-management,american-carbon-registry,completed,1891423.0,1891423.0,0.0
VCS1622,REDD+ Project for Caribbean Guatemala: The Conservation Coast,Guatemala,forest,verra,registered,1872301.0,6951508.0,5079207.0
GLD12062,CTL Landfill Gas Project,Brazil,ghg-management,gold-standard,unknown,1871747.0,1909610.0,37863.0
ACR656,Whirlpool HFO Amana 656,United States,ghg-management,american-carbon-registry,completed,1842828.0,2149053.0,306225.0
ACR268,Green Assets - HMWCF-I Avoided Conversion Project,United States,forest,american-carbon-registry,active,1790999.0,4896132.0,3105133.0
ACR638,Bluesource - Vermejo Forestry Project,United States,forest,american-carbon-registry,active,1784858.0,2132976.0,348118.0
ACR248,Cumberland Forest Highlands IFM,United States,forest,american-carbon-registry,active,1749354.0,3800636.0,2051282.0
ACR869,A-Gas V12,United States,ghg-management,american-carbon-registry,completed,1731653.0,1855393.0,123740.0
ACR416,Finite Carbon - Meriwether IFM,United States,forest,american-carbon-registry,active,1723493.0,3877874.0,2154381.0
VCS674,Rimba Raya Biodiversity Reserve Project,Indonesia,forest,verra,registered,1717012.0,24158197.0,22441185.0
VCS873,Gansu Guazhou Beidaqiao Wind Power Project,China,renewable-energy,verra,registered,1705049.0,2000748.0,295699.0
ACR657,Whirlpool HFO Amana 657,United States,ghg-management,american-carbon-registry,completed,1698251.0,1698251.0,0.0
VCS2712,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Malawi-CPA-006,Malawi,fuel-switching,verra,registered,1685599.0,1935244.0,249645.0
VCS1345,Boyabat Hydroelectric Power Plant,Türkiye,renewable-energy,verra,registered,1676411.0,2178523.0,502112.0
ACR905,A-Gas V14,United States,ghg-management,american-carbon-registry,completed,1667203.0,2220554.0,553351.0
GLD7468,300 MW Wind Energy Project by Green Infra Wind Energy Limited,India,renewable-energy,gold-standard,unknown,1630342.0,2965506.0,1335164.0
VCS2713,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Zambia-CPA-007,Zambia,fuel-switching,verra,registered,1598600.0,1598600.0,0.0
GLD7760,Clean Electricity Generation by Solar Power Project in Rajasthan,India,renewable-energy,gold-standard,unknown,1598489.0,1665489.0,67000.0
VCS1754,"Reading Wind Energy, LLC",United States,renewable-energy,verra,registered,1596478.0,1596478.0,0.0
CAR1205,Finite Carbon - Lyme Logan IFM,United States,forest,climate-action-reserve,registered,1589431.0,3437744.0,1848313.0
VCS875,FLORESTAL SANTA MARIA PROJECT,Brazil,forest,verra,registered,1584162.0,5674980.0,4090818.0
VCS1446,Sichuan Furong Coal Mine Methane Utilization Project,China,ghg-management,verra,registered,1564344.0,2792506.0,1228162.0
GLD2297,Project Ulubelu Unit 3 - 4 PT. Pertamina Geothermal Energy,Indonesia,renewable-energy,gold-standard,unknown,1561910.0,1561910.0,0.0
CAR1139,Usal Redwood Forest - IFM,United States,forest,climate-action-reserve,registered,1559932.0,2411328.0,851396.0
VCS2342,Installation of high efficiency wood burning cookstoves in Malawi,Malawi,fuel-switching,verra,registered,1547108.0,2803221.0,1256113.0
GLD7071,400 MW Solar Power Project at Bhadla Rajasthan,India,renewable-energy,gold-standard,unknown,1545082.0,3451003.0,1905921.0
ACR973,A-Gas V16,United States,ghg-management,american-carbon-registry,completed,1538940.0,1538940.0,0.0
VCS2020,250 MW Wind Power Project by Mytrah Energy,India,renewable-energy,verra,registered,1531028.0,1564444.0,33416.0
GLD2525,Avoided methane emission through aerobic composting at Vietstar municipal solid waste treatment facility,Vietnam,ghg-management,gold-standard,unknown,1524389.0,1797387.0,272998.0
GLD2094,GS1385 Man and Man Enterprise Improved Cooking Stoves Programme in Ghana - VPA001,Ghana,fuel-switching,gold-standard,unknown,1512933.0,3330312.0,1817379.0
VCS2533,Improved Cookstove Programme by SDG13 in India,India,fuel-switching,verra,registered,1483830.0,1483830.0,0.0
ACR661,Whirlpool HFO Ramos 661,Mexico,ghg-management,american-carbon-registry,completed,1481234.0,1489757.0,8523.0
CAR1183,Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project,United States,forest,climate-action-reserve,registered,1479774.0,4569074.0,3089300.0
GLD6753,CECIC HKC Danjinghe Wind Farm Project,China,renewable-energy,gold-standard,unknown,1479251.0,1722989.0,243738.0
GLD10716,Improved cook stoves and sustainable charcoal initiative CPA 1,India,fuel-switching,gold-standard,unknown,1436892.0,1961493.0,524601.0
CAR1105,American Soda LLC Waste Mine Methane Project,United States,ghg-management,climate-action-reserve,registered,1431249.0,2341211.0,909962.0
ACR556,Foam Blowing Agent Project 005,United States,ghg-management,american-carbon-registry,completed,1427009.0,1666749.0,239740.0
VCS1736,Grid connected electricity generation plant using natural gas at Jurong Island in Singapore,Singapore,fuel-switching,verra,registered,1425614.0,1659441.0,233827.0
ACR621,Spray Foam Omega 3,United States,ghg-management,american-carbon-registry,completed,1422883.0,1610884.0,188001.0
ACR764,Foam Blowing Agent Project 003G,United States,ghg-management,american-carbon-registry,completed,1422450.0,1439650.0,17200.0
VCS487,"210 MW Musi Hydro Power Plant, Bengkulu",Indonesia,renewable-energy,verra,registered,1415215.0,5470145.0,4054930.0
VCS2458,Guoluo Grassland Sustainable Management Project,China,land-use,verra,registered,1413859.0,2593172.0,1179313.0
VCS2508,UNITOR REDD+ PROJECT,Brazil,forest,verra,unknown,1409681.0,2314892.0,905211.0
VCS1541,Lacandon – Forest for life REDD+ Project,Guatemala,forest,verra,registered,1404585.0,1577470.0,172885.0
CAR1292,Forest Carbon Partners - Seldovia Native Association Forest Carbon Project,United States,forest,climate-action-reserve,registered,1361673.0,1596779.0,235106.0
VCS2581,Grouped projects for Mekong River Delta Water Purifier,Vietnam,energy-efficiency,verra,unknown,1351454.0,1445220.0,93766.0
ACR267,Blue Source - Powellton Improved Forest Management Project,United States,forest,american-carbon-registry,active,1328260.0,2024853.0,696593.0
CAR1215,CF Ataya IFM,United States,forest,climate-action-reserve,registered,1319765.0,3692291.0,2372526.0
VCS2292,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 3,China,ghg-management,verra,registered,1305475.0,1346326.0,40851.0
ACR976,Spray Foam Omega 2023,United States,ghg-management,american-carbon-registry,completed,1304139.0,1304139.0,0.0
ACR622,Foam Blowing Agent Project 003F,United States,ghg-management,american-carbon-registry,completed,1304037.0,1934327.0,630290.0
VCS2059,Renewable Solar Power Project by Mahindra Renewables Private Limited,India,renewable-energy,verra,registered,1240608.0,1355158.0,114550.0
CAR1293,Forest Carbon Partners - English Bay Corporation Forest Carbon Project,United States,forest,climate-action-reserve,registered,1220240.0,1386286.0,166046.0
CAR1339,Humboldt Mixed Forest Improvement Project,United States,forest,climate-action-reserve,registered,1206816.0,3221412.0,2014596.0
GLD7534,250 MW Solar Power Plant in Pavagada Solar Park in Karnataka,India,renewable-energy,gold-standard,unknown,1201883.0,1614600.0,412717.0
VCS2830,Huineng Low Concentration Coal Mine Methane Utilization Project,China,ghg-management,verra,registered,1199580.0,1278355.0,78775.0
ACR992,HT HFC Reclamation Project Champaign 2023,United States,ghg-management,american-carbon-registry,completed,1198824.0,1198824.0,0.0
VCS1686,Agrocortex REDD Project,Brazil,forest,verra,registered,1194092.0,2692244.0,1498152.0
ACR249,Finite Carbon - Lyme Wyoming IFM,United States,forest,american-carbon-registry,active,1188607.0,5248622.0,4060015.0
VCS1103,Upgrade of Dominican Power Partners’ Los Mina power station from open cycle to combined cycle power generation,Dominican Republic,energy-efficiency,verra,registered,1184623.0,1202884.0,18261.0
ACR660,Whirlpool HFO Ramos 660,Mexico,ghg-management,american-carbon-registry,completed,1172156.0,1463633.0,291477.0
GLD407,Gyapa Cook Stoves Project in Ghana,Ghana,fuel-switching,gold-standard,unknown,1167759.0,5345751.0,4177992.0
GLD11331,Circle Gas LPG Smart Meter Program in Kenya,Kenya,fuel-switching,gold-standard,unknown,1164605.0,1422113.0,257508.0
VCS1464,Alkumru Hydroelectric Power Plant,Türkiye,renewable-energy,verra,registered,1162647.0,4027334.0,2864687.0
GLD12047,Ecoparque Candeias Landfill Gas Project,Brazil,ghg-management,gold-standard,unknown,1162043.0,1489070.0,327027.0
GLD3434,GS3434 Uberlândia landfills I and II,Brazil,ghg-management,gold-standard,unknown,1150069.0,1812235.0,662166.0
GLD11572,Improved cookstove program in Bangladesh supported by the Republic of Korea-CPA 03,Bangladesh,fuel-switching,gold-standard,unknown,1145275.0,1145275.0,0.0
GLD11571,Improved cookstove program in Bangladesh supported by the Republic of Korea-CPA 02,Bangladesh,fuel-switching,gold-standard,unknown,1144974.0,1145274.0,300.0
GLD12112,Liki Pinangawan Muaralaboh Geothermal Power Plant,Indonesia,renewable-energy,gold-standard,unknown,1144912.0,1144912.0,0.0
ACR407,BMMC1,United States,ghg-management,american-carbon-registry,active,1143527.0,1153452.0,9925.0
VCS2828,Improved Cooking Stove Programme in Burundi,Burundi,fuel-switching,verra,registered,1143203.0,1723725.0,580522.0
GLD4221,Vichada Climate Reforestation Project (PAZ) ,Colombia,forest,gold-standard,unknown,1122364.0,2004799.0,882435.0
ACR818,HT HFC Reclamation Project Champaign 2021,United States,ghg-management,american-carbon-registry,completed,1121502.0,1259253.0,137751.0
VCS1340,Bale Mountains Eco-region REDD+ project,Ethiopia,forest,verra,registered,1109232.0,9141291.0,8032059.0
VCS2768,Associated Gas Recovery and Utilization at Khamilah oil field area at Block-27 in Wilayat lbri of the Sultanate of Oman,Oman,ghg-management,verra,registered,1103504.0,1103504.0,0.0
ACR832,Foam Blowing Agent Project 003H,United States,ghg-management,american-carbon-registry,completed,1102007.0,1102120.0,113.0
GLD11557,Ras Ghareb Wind Energy Project,Egypt,renewable-energy,gold-standard,unknown,1092909.0,1092909.0,0.0
VCS1408,Chyulu Hills REDD+ Project,Kenya,forest,verra,registered,1089182.0,5172697.0,4083515.0
VCS2636,Eastern DRC Cookstove Project - South Kivu,DR Congo,fuel-switching,verra,registered,1083927.0,1273827.0,189900.0
GLD11145,TASC Clean Cooking PoA – VPA 1 (Zambia),Zambia,fuel-switching,gold-standard,unknown,1081260.0,1207845.0,126585.0
ACR413,Finite Carbon - Tyonek Native Alaskan IFM,United States,forest,american-carbon-registry,active,1065857.0,1176746.0,110889.0
CAR1381,RBS 2019,United States,forest,climate-action-reserve,registered,1062957.0,1925806.0,862849.0
ACR596,Anew - Boone Forestry Project,United States,forest,american-carbon-registry,registered,1062307.0,1377328.0,315021.0
VCS2019,"100 MW grid connected Wind Power project in Jamnagar Gujarat, India",India,renewable-energy,verra,registered,1059054.0,1059054.0,0.0
GLD367,Catalca Wind Power Project,Türkiye,renewable-energy,gold-standard,unknown,1057935.0,1146944.0,89009.0
VCS766,Teesta- V Hydro Power project in Sikkim,India,renewable-energy,verra,registered,1043251.0,4487898.0,3444647.0
VCS1447,199.70 MW Wind Project in Maharashtra by BWDPL,India,renewable-energy,verra,registered,1036397.0,2764745.0,1728348.0
VCS1812,VTRM Renewable Energy,Brazil,renewable-energy,verra,registered,1029712.0,2853360.0,1823648.0
VCS2082,Qianbei Afforestation Project,China,forest,verra,completed,1022367.0,1849393.0,827026.0
ACR922,Double Bar IFM,United States,forest,american-carbon-registry,registered,1022191.0,1022191.0,0.0
GLD447,Improved Cookstoves for Social Impact in Ugandan Communities,Uganda,fuel-switching,gold-standard,unknown,1021886.0,7842291.0,6820405.0
VCS1521,Wind Based Power Generation by Mytrah Energy (India) Limited (EKIESL-VCS-January-16-01),India,renewable-energy,verra,registered,1012284.0,2843823.0,1831539.0
ACR847,HT HFC Reclamation Project Champaign 2022,United States,ghg-management,american-carbon-registry,completed,992867.0,1038402.0,45535.0
VCS2657,SHINE – Distribution of LED Lightbulbs in India-3,India,energy-efficiency,verra,registered,982595.0,982595.0,0.0
GLD2296,Impact Carbon and myclimate Safe Water and Improved Cookstoves Global PoA - Uganda VPA,Uganda,energy-efficiency,gold-standard,unknown,980220.0,1643857.0,663637.0
GLD7532,200 MW solar power project in India by SB Energy.,India,renewable-energy,gold-standard,unknown,978099.0,1462947.0,484848.0
VCS1993,Bundled Wind Power project in Koppal Karnataka,India,renewable-energy,verra,registered,973509.0,1289542.0,316033.0
CAR1674,Conhúas,Mexico,forest,climate-action-reserve,registered,955945.0,1256954.0,301009.0
GLD11400,Fajina Geothermal Based Space Heating System,China,renewable-energy,gold-standard,unknown,954841.0,1491338.0,536497.0
ACR833,Foam Blowing Agent Project 001P,United States,ghg-management,american-carbon-registry,completed,954514.0,1016515.0,62001.0
ACR361,Forest Carbon Partners - Port Graham Corporation Improved Forest Management Project,United States,forest,american-carbon-registry,active,948474.0,2469092.0,1520618.0
VCS3018,BigCoast Forest Climate Initiative,Canada,forest,verra,registered,943264.0,1394513.0,451249.0
GLD5523,Solar Power Project by Fortum FinnSurya Energy Pvt Ltd,India,renewable-energy,gold-standard,unknown,940385.0,1203309.0,262924.0
VCS753,The Cevizlik Run-of-River Hydroelectric Power Plant,Türkiye,renewable-energy,verra,registered,936619.0,1599134.0,662515.0
ACR974,Foam Blowing Agent Project 001-2023,United States,ghg-management,american-carbon-registry,completed,932934.0,932934.0,0.0
CAR730,Usal Redwood Forest,United States,forest,climate-action-reserve,completed,924581.0,3918782.0,2994201.0
ACR751,Green Assets - DLT Avoided Conversion Project,United States,forest,american-carbon-registry,active,916979.0,1101291.0,184312.0
VCS1582,Wind Grouped project by Hero Future Energies Private Limited (EKIESL-VCS-Aug-16-03),India,renewable-energy,verra,registered,914166.0,1224168.0,310002.0
VCS1762,Bundled Solar Power Project by Solararise India Projects PVT. LTD.,India,renewable-energy,verra,unknown,906322.0,1381697.0,475375.0
VCS2691,Aonong AWMS GHG Mitigation Project in Jiangxi Province,China,ghg-management,verra,registered,904365.0,934106.0,29741.0
VCS1461,Grouped Connect Solar PV Power Generation Project in China,China,renewable-energy,verra,registered,898648.0,1265672.0,367024.0
GLD5519,70 MW Bhadla Solar power plant by Fortum Finnsurya Energy Pvt Ltd (EKIESL-CDM-APRIL 16-01),India,renewable-energy,gold-standard,unknown,892678.0,1064320.0,171642.0
VCS1907,"Üçpinar Wind Power Project, Turkey",Türkiye,renewable-energy,verra,registered,888522.0,888522.0,0.0
VCS1949,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,South Africa,renewable-energy,verra,registered,886948.0,1744952.0,858004.0
ACR427,The Nature Conservancy - Upper St. John Forest IFM Project,United States,forest,american-carbon-registry,active,886536.0,1891309.0,1004773.0
VCS997,Xinjiang Kaiduhe River Chahan Wusu Hydropower Project,China,renewable-energy,verra,unknown,884125.0,1403754.0,519629.0
CAR1098,Garcia River Forest - ARB,United States,forest,climate-action-reserve,registered,884004.0,1187031.0,303027.0
ACR827,A-Gas V11,United States,ghg-management,american-carbon-registry,completed,878046.0,937572.0,59526.0
GLD10967,Community Carbon Efficient Cooking Programme-VPA1,Uganda,fuel-switching,gold-standard,unknown,874412.0,1277086.0,402674.0
GLD7525,BIM Solar Farm,Vietnam,renewable-energy,gold-standard,unknown,873597.0,1814182.0,940585.0
ACR274,Green Diamond Resource Company Klamath West IFM,United States,forest,american-carbon-registry,active,870967.0,1031678.0,160711.0
ACR210,Huron Mountain Club Forest Carbon Project,United States,forest,american-carbon-registry,active,867921.0,1507676.0,639755.0
GLD7664,250 MW Solar PV Plant by Mahindra Renewables in Rajasthan,India,renewable-energy,gold-standard,unknown,867303.0,867303.0,0.0
CAR1140,Willits Woods IFM,United States,forest,climate-action-reserve,registered,858192.0,915192.0,57000.0
ACR571,Finite Carbon - AMC Maine Woods Initiative IFM,United States,forest,american-carbon-registry,registered,851914.0,872264.0,20350.0
VCS1140,Henan Xinxiang 24MW Biomass based Cogeneration Project,China,fuel-switching,verra,registered,850888.0,917897.0,67009.0
VCS2293,NIHT Topaiyo REDD +,Papua New Guinea,forest,verra,registered,846032.0,1327442.0,481410.0
VCS1793,Renewable Power Project by Devarahipparigi Wind Power Private Limited,India,renewable-energy,verra,registered,843385.0,1429026.0,585641.0
GLD11207,Multi-Layer Household Water Filtration System in Kenya,Kenya,energy-efficiency,gold-standard,unknown,841610.0,1024984.0,183374.0
GLD11256,Changdao Geothermal Central Heating System,China,renewable-energy,gold-standard,unknown,839222.0,1433154.0,593932.0
GLD7726,300 MW Solar PV Plant at Bhadla Rajasthan,India,renewable-energy,gold-standard,unknown,837311.0,1920254.0,1082943.0
VCS961,‘El Arriero ’ Afforestation on degraded grasslands under extensive grazing project,Uruguay,forest,verra,unknown,833507.0,1744559.0,911052.0
VCS2069,Greenfield Solar Power Mission by Fortum India,India,renewable-energy,verra,registered,830440.0,1370881.0,540441.0
VCS506,"DARICA-1 99 MW Hydro Power Plant Project, Turkey",Türkiye,renewable-energy,verra,registered,828031.0,1043324.0,215293.0
VCS2611,CORAZÓN VERDE DEL CHACO PROJECT,Paraguay,forest,verra,registered,827802.0,862222.0,34420.0
VCS2042,Renewable Wind Power Project by Adani,India,renewable-energy,verra,registered,820410.0,1376160.0,555750.0
VCS2341,Installation of high efficiency wood burning cookstoves in Zimbabwe,Zimbabwe,fuel-switching,verra,registered,820379.0,1249487.0,429108.0
VCS1122,April Salumei Rainforest Community Conservation Project,Papua New Guinea,forest,verra,unknown,819506.0,1561576.0,742070.0
VCS1903,VTRM Renewable Energy 2,Brazil,renewable-energy,verra,registered,815254.0,1705236.0,889982.0
VCS1976,Renewable Solar Power Project by Shapoorji Pallonji,India,renewable-energy,verra,registered,810527.0,1178056.0,367529.0
ACR273,Green Diamond Resource Company Klamath East IFM,United States,forest,american-carbon-registry,completed,808846.0,1145363.0,336517.0
CAR1175,Finite Carbon - Passamaquoddy Tribe IFM,United States,forest,climate-action-reserve,registered,808475.0,4586678.0,3778203.0
GLD2940,Tropical Mix ,Panama,forest,gold-standard,unknown,805361.0,2785070.0,1979709.0
GLD1061,Kayseri Molu Landfill Gas to Energy Project Turkey,Türkiye,ghg-management,gold-standard,unknown,801009.0,1167370.0,366361.0
VCS969,Qingdao Longxin Wind Power Project Phase I,China,renewable-energy,verra,registered,798151.0,847253.0,49102.0
VCS1767,Bundled Solar Power Project by Mahindra Susten Private Limited,India,renewable-energy,verra,registered,797600.0,2002439.0,1204839.0
