country,category,total_volume,market_share,idade_na_aposentadoria,growth_trend,share_norm,growth_norm,age_norm,alignment_score
Burundi,fuel-switching,1319468,0.0011960032595418832,3.0,0.0,0.00802422681378852,0.08376582189792386,0.8235294117647058,20.14219018376261
Guatemala,energy-efficiency,1256686,0.0011390958721398706,3.0,-123.8333333333351,0.007642408639821196,0.08372848457489404,0.8235294117647058,20.125423963882728
China,energy-efficiency,1269737,0.0011509256691037085,3.0,-674.966666666666,0.0077217802588911135,0.08356231087395863,0.8235294117647058,20.12195188060811
United States,agriculture,229148,0.0002077062535184661,3.0,17038.852941176465,0.0013932817747637552,0.08890325250079578,0.8235294117647058,20.082449606316498
Uruguay,forest,8695447,0.007881800055153812,7.0,235811.36666666673,0.05288235227970756,0.1548659444120829,0.5882352941176471,20.07463775002456
Cambodia,energy-efficiency,888484,0.0008053471247887864,3.0,2916.216666666667,0.0054031328077177795,0.08464509826703513,0.8235294117647058,20.072517478284237
Namibia,renewable-energy,274300,0.0002486333083427097,3.0,10933.899999999998,0.0016678804525849876,0.08706253163904702,0.8235294117647058,20.0198047189594
United States,land-use,369533,0.0003349552035428602,3.0,7685.892857142855,0.0022470542629355683,0.08608321622669692,0.8235294117647058,20.00379905487942
Laos,fuel-switching,240309,0.00021782290081854988,3.0,6591.672131147542,0.0014611590746211873,0.08575329477814447,0.8235294117647058,19.959166389404743
Timor-Leste,forest,127279,0.0001153692994989127,3.0,6836.9139344262285,0.0007737501325115598,0.08582723829709009,0.8235294117647058,19.934627772478184
Laos,renewable-energy,235806,0.00021374125376252647,3.0,1876.3000000000027,0.001433773402973663,0.08433155018218377,0.8235294117647058,19.901201178700415
Kenya,ghg-management,181231,0.0001642729241861379,3.0,2466.7738095238105,0.0011018673336501833,0.08450958553642474,0.8235294117647058,19.895046350097115
DR Congo,renewable-energy,87827,7.960888651773666e-05,3.0,2487.2499999999995,0.000533816861839092,0.08451575936795822,0.8235294117647058,19.87257128448601
Senegal,land-use,268175,0.00024308143443239587,3.0,-2065.014492753623,0.001630630344026008,0.08314319379689666,0.8235294117647058,19.861541200931025
Benin,fuel-switching,55035,4.988528663740806e-05,3.0,2217.4571428571435,0.00033438738267728614,0.08443441339440547,0.8235294117647058,19.86134026637743
Indonesia,ghg-management,485765,0.0004403111885785505,3.0,-6570.666666666667,0.0029539366495522743,0.08178468243207242,0.8235294117647058,19.860132998559106
Argentina,renewable-energy,1355957,0.0012290779251930574,4.0,72974.08333333336,0.008246140154394007,0.10576843499796436,0.7647058823529411,19.85470065315316
Costa Rica,renewable-energy,113144,0.00010255693415649855,3.0,-238.17142857142863,0.0006877860044330002,0.08369401018676603,0.8235294117647058,19.845860082942078
Tanzania,ghg-management,150927,0.00013680451814888862,3.0,-1243.4666666666672,0.0009175690006262945,0.08339090090241796,0.8235294117647058,19.84292703141589
Haiti,fuel-switching,81782,7.412952687890445e-05,3.0,-9.19767441860455,0.0004970532853102705,0.08376304868225046,0.8235294117647058,19.840992313996548
Romania,forest,5745,5.207431120776039e-06,3.0,204.49999999999986,3.46228355961259e-05,0.08382748124564605,0.8235294117647058,19.825072398543806
Thailand,ghg-management,4718107,0.004276626148468455,4.0,2670.6833333333316,0.028693560969344764,0.08457106684807479,0.7647058823529411,19.82470275975561
Iceland,fuel-switching,1939,1.757564655036508e-06,3.0,0.0,1.1476074261354217e-05,0.08376582189792386,0.8235294117647058,19.821680154181525
Germany,energy-efficiency,728,6.598798704830211e-07,3.0,0.0,4.111195654835957e-06,0.08376582189792386,0.8235294117647058,19.821385559037267
Indonesia,fuel-switching,698,6.326870186774021e-07,3.0,0.0,3.928746143526669e-06,0.08376582189792386,0.8235294117647058,19.821378261056815
Iraq,renewable-energy,314,2.846185155654789e-07,3.0,0.0,1.5933923987677824e-06,0.08376582189792386,0.8235294117647058,19.821284846907023
Senegal,forest,52,4.713427646307294e-08,3.0,0.0,0.0,0.08376582189792386,0.8235294117647058,19.821221111211074
Honduras,energy-efficiency,63744,5.777937151657926e-05,3.0,-2411.057971014493,0.0003873524758103725,0.0830388572924806,0.8235294117647058,19.807636626025758
Kenya,agriculture,234415,0.00021248041186713927,3.0,-6466.885714285715,0.0014253138272992893,0.08181597370752375,0.8235294117647058,19.80023973668704
India,agriculture,117166,0.00010620258915523854,3.0,-6094.039893617023,0.0007122464022491987,0.0819283914586405,0.8235294117647058,19.776213749729703
Indonesia,energy-efficiency,73731,6.683187188266982e-05,3.0,-5942.8,0.00044808991812523446,0.08197399220773585,0.8235294117647058,19.767471520328563
Australia,forest,577796,0.0005237307000626479,3.0,-24550.3,0.003513637015395777,0.0763635945904219,0.8235294117647058,19.665677499526822
Brazil,renewable-energy,11777994,0.01067590818031566,9.0,331880.7666666668,0.07162932540430463,0.18383208886226599,0.47058823529411764,19.63022127654518
Nepal,ghg-management,1017707,0.0009224785210847033,4.0,42371.56666666667,0.006189021914381785,0.09654138748537656,0.7647058823529411,19.403334023049158
Taiwan,renewable-energy,3442834,0.0031206824917782163,4.0,-12579.033333333336,0.020937796448147108,0.07997308355900427,0.7647058823529411,19.33055284734488
Kazakhstan,renewable-energy,28072,2.544525786291122e-05,3.5,0.0,0.00017040784356287507,0.08376582189792386,0.7941176470588236,19.239802130835944
Guatemala,forest,5821316,0.00527660611005596,7.0,219573.40000000002,0.035402892400078385,0.14996999119447224,0.5882352941176471,19.17962122613497
Morocco,renewable-energy,359748,0.0003260858017122608,4.0,36947.771428571425,0.002187545313996856,0.0949060443237155,0.7647058823529411,19.17786123256732
Kenya,renewable-energy,312720,0.00028345828722177246,4.0,32799.600000000006,0.0019015374600684159,0.09365531794461746,0.7647058823529411,19.11639186324626
Malawi,energy-efficiency,1076449,0.0009757239377768923,4.0,4608.166666666664,0.006546270220826125,0.08515524268453423,0.7647058823529411,18.96217816327324
Canada,ghg-management,254783,0.00023094254538636754,4.0,18323.499999999996,0.0015491848821775418,0.08929058990764319,0.7647058823529411,18.927708638651655
Nepal,fuel-switching,399432,0.0003620565060807336,4.0,12523.650000000003,0.002428889527556782,0.08754186145832016,0.7647058823529411,18.8929476864939
Mozambique,fuel-switching,211070,0.0001913198410204001,4.0,8038.766666666668,0.0012833376992487783,0.08618961216275307,0.7647058823529411,18.7930356415389
Romania,energy-efficiency,118927,0.00010779880955622837,4.0,9063.000000000002,0.0007229561885630539,0.08649843152338223,0.7647058823529411,18.782973155536638
Georgia,renewable-energy,293779,0.0002662896270200982,5.0,101860.49999999994,0.0017863449202781085,0.11447805656128046,0.7058823529411764,18.76822311808587
Sri Lanka,renewable-energy,154819,0.00014033233745647095,4.0,6981.616666666668,0.0009412387838934863,0.08587086800899016,0.7647058823529411,18.76660191877417
Mauritius,renewable-energy,214962,0.0001948476603279824,4.0,4874.1500000000015,0.00130700748251597,0.08523544003826679,0.7647058823529411,18.755815547890137
Laos,forest,124458,0.000112812265000791,4.0,5996.642857142858,0.0007565937967981098,0.08557388589349538,0.7647058823529411,18.747336834670563
Sudan,fuel-switching,306785,0.00027807863470622753,4.0,1730.666666666667,0.0018654428650810618,0.08428763988223295,0.7647058823529411,18.740240956951386
Eritrea,fuel-switching,143295,0.00012988665664953917,4.0,3571.8333333333335,0.0008711538449492117,0.08484277502020122,0.7647058823529411,18.722674801664844
Cambodia,ghg-management,670361,0.0006076342443088853,4.0,-7686.283333333334,0.004076584982540586,0.08144830983561924,0.7647058823529411,18.715113439785217
Mexico,fuel-switching,559646,0.0005072790247202484,4.0,-5660.766666666667,0.0034032550610536582,0.08205902884034832,0.7647058823529411,18.712609003114906
Laos,energy-efficiency,137173,0.00012433750202440585,4.0,1962.166666666667,0.0008339219813413629,0.0843574400729307,0.7647058823529411,18.701772129229706
Philippines,renewable-energy,612557,0.0005552390574498187,4.0,-8855.499999999996,0.0037250412641498497,0.08109577615829609,0.7647058823529411,18.686950343956664
Colombia,fuel-switching,104472,9.469638712788761e-05,4.0,799.25,0.000635045932363862,0.08400680592563517,0.7647058823529411,18.679791721378784
Cameroon,forest,138098,0.00012517594828841244,4.0,0.0,0.000839547507940066,0.08376582189792386,0.7647058823529411,18.67833242329338
South Korea,ghg-management,5339824,0.004840168090002922,7.0,186629.6,0.03247462639676732,0.14003701701603521,0.5882352941176471,18.665171618865045
Tanzania,renewable-energy,38354,3.476515460509037e-05,4.0,726.8,0.00023293937273894503,0.08398496133031745,0.7647058823529411,18.66283367518108
Senegal,energy-efficiency,9863,8.940103245294007e-06,4.0,1054.1,5.966707184851417e-05,0.08408364643794325,0.7647058823529411,18.659850187450495
Brazil,energy-efficiency,18050,1.6361032503047432e-05,4.0,291.77142857142866,0.00010945754348481887,0.08385379468995167,0.7647058823529411,18.652647736396283
Madagascar,renewable-energy,285862,0.0002591134334285953,4.0,-5333.766666666668,0.0017381964942435875,0.08215762349416326,0.7647058823529411,18.6499504465951
Togo,ghg-management,6404,5.804767432106136e-06,4.0,91.875,3.8630643194553256e-05,0.08379352337749343,0.7647058823529411,18.647403807886345
Haiti,energy-efficiency,14483,1.3127802423359334e-05,4.0,-1081.2,8.776429659014453e-05,0.08343982636365865,0.7647058823529411,18.635221273468776
Switzerland,ghg-management,22169,2.0094611055958922e-05,4.0,-3234.6999999999994,0.00013450786138758414,0.08279051875818315,0.7647058823529411,18.611118711841655
Ecuador,ghg-management,41683,3.778265472712056e-05,4.0,-5035.3,0.00025318518684389903,0.08224761498552505,0.7647058823529411,18.594149653953586
Honduras,fuel-switching,2278062,0.002064900079000401,5.0,39488.16666666668,0.013854060375255708,0.09567200575812879,0.7058823529411764,18.49868970415891
Sierra Leone,forest,2515256,0.0022798994553731343,6.0,114938.63333333336,0.015296591354772219,0.11842127989016656,0.6470588235294118,18.289891320385788
Uganda,forest,2700221,0.0024475569831806784,5.0,13539.450000000003,0.016421483816749634,0.08784813806182237,0.7058823529411764,18.288431933966407
Vietnam,ghg-management,2813701,0.0025504184772773995,5.0,3474.299999999998,0.017111629501528898,0.08481336748125498,0.7058823529411764,18.194646938134884
Türkiye,fuel-switching,25796,2.3382226839258258e-05,4.5,0.0,0.00015656600730487707,0.08376582189792386,0.7352941176470589,18.062777869150327
Paraguay,forest,398158,0.00036090171630738836,5.0,30785.49999999999,0.0024211415049765145,0.09304804120991197,0.7058823529411764,17.93641436741907
Papua New Guinea,forest,1223480,0.0011089970109046244,5.0,13206.916666666672,0.007440461357403321,0.08774787503771861,0.7058823529411764,17.92518051462841
Canada,forest,3267660,0.0029618998043716327,6.0,57005.033333333326,0.019872449425010666,0.1009535635713478,0.6470588235294118,17.774216990442575
Singapore,fuel-switching,233827,0.00021194743197174915,5.0,19897.114285714288,0.0014217378168776273,0.08976505460409046,0.7058823529411764,17.76511875566225
Mexico,renewable-energy,707932,0.0006416896654818491,5.0,9863.11666666667,0.004305078668853961,0.08673967686210263,0.7058823529411764,17.759437280061793
Colombia,renewable-energy,809848,0.000734069221635898,5.0,7525.892857142852,0.004924896148673874,0.08603497419424924,0.7058823529411764,17.756041872540454
Bangladesh,ghg-management,4224226,0.003828958387048091,4.0,-160341.79999999996,0.02568994939951335,0.035420732408426046,0.7647058823529411,17.7385449193764
Aruba,renewable-energy,1031876,0.0009353217049924971,5.0,255.79999999999728,0.006275192818573161,0.08384294884729959,0.7058823529411764,17.722372725458442
United States,fuel-switching,818900,0.0007422742114540467,5.0,3372.1499999999983,0.004979947247886264,0.08478256795866417,0.7058823529411764,17.708147667085548
Chile,ghg-management,2162404,0.0019600643838625915,4.0,-121833.42857142855,0.013150668855955387,0.047031495558204246,0.7647058823529411,17.70140422362521
New Caledonia,renewable-energy,347673,0.00031514067886049917,5.0,6667.516666666668,0.0021141093856948674,0.0857761628690413,0.7058823529411764,17.633257949012975
Myanmar,fuel-switching,238609,0.0002162819725495648,5.0,8248.428571428572,0.0014508202689803276,0.08625282789033162,0.7058823529411764,17.625792985196007
Mali,fuel-switching,712752,0.0006460586503386185,5.0,-1457.0333333333328,0.0043343922236709865,0.08332650783952374,0.7058823529411764,17.62408306135132
Bulgaria,fuel-switching,370224,0.000335581545562783,5.0,4797.666666666669,0.0022512566833460595,0.08521237934171445,0.7058823529411764,17.61619249982595
Malaysia,forest,967118,0.0008766232150848879,6.0,86750.2532894737,0.005881357303460932,0.10992212523564496,0.6470588235294118,17.573315772152473
India,energy-efficiency,1969479,0.0017851916860426235,6.0,62412.38333333334,0.011977366456977242,0.10258394828482262,0.6470588235294118,17.52362906026023
not found,energy-efficiency,157314,0.0001425938762983049,5.0,133.42857142857218,0.0009564125015840419,0.08380605230712578,0.7058823529411764,17.508145651171922
Ethiopia,renewable-energy,36242,3.2850777837974795e-05,5.0,1144.1428571428569,0.00022009492714277116,0.08411079550316804,0.7058823529411764,17.490882676035962
Honduras,renewable-energy,204558,0.00018541717932179372,5.0,-2372.15,0.0012437339919939088,0.08305058853998157,0.7058823529411764,17.48941996010255
El Salvador,ghg-management,12000,1.08771407222476e-05,5.0,0.0,7.266355870411245e-05,0.08376582189792386,0.7058823529411764,17.471186477088647
Philippines,forest,9953,9.021681800710864e-06,5.0,0.0,6.021442038244203e-05,0.08376582189792386,0.7058823529411764,17.47068851155578
Taiwan,fuel-switching,634,5.746756014920816e-07,5.0,57.99999999999996,3.539520519400188e-06,0.08378330963468615,0.7058823529411764,17.469121025031754
Tanzania,energy-efficiency,148408,0.00013452122502561015,5.0,-3189.6166666666677,0.0009022493233266912,0.08280411195586762,0.7058823529411764,17.4659015099913
Niger,forest,26631,2.413909454784799e-05,5.0,-4734.499999999997,0.00016164418536965226,0.0823383100065267,0.7058823529411764,17.417645226499385
Bulgaria,renewable-energy,1964289,0.0017804873226802515,6.0,53642.51666666667,0.011945802691520735,0.09993972208297779,0.6470588235294118,17.416597461568177
Bolivia,forest,215438,0.00019527912024329823,5.0,-9337.711864406783,0.0013099023480954107,0.08095038315573753,0.7058823529411764,17.408058478976844
Cote d'Ivoire,renewable-energy,302579,0.0002742661968830797,5.0,-15317.5,0.0018398634435954995,0.07914740107281536,0.7058823529411764,17.357137639479962
South Korea,energy-efficiency,9514715,0.008624407832256674,7.0,-21215.83333333335,0.05786485382075216,0.07736897864747844,0.5882352941176471,17.174059181082164
Bangladesh,fuel-switching,1279025,0.001159344576022728,6.0,46685.116666666676,0.007778266627592469,0.09784197760453092,0.6470588235294118,17.16598623987317
Türkiye,energy-efficiency,255668,0.0002317447345146333,5.5,0.0,0.0015545671427611657,0.08376582189792386,0.6764705882352942,16.94222732633329
