country,category,total_volume,market_share,idade_na_aposentadoria,growth_trend,share_norm,growth_norm,age_norm,alignment_score
Cameroon,ghg-management,8266,7.492537100841555e-06,5.5,0.0,4.995467619648307e-05,0.08376582189792386,0.6764705882352942,16.8820428276707
Uruguay,renewable-energy,800164,0.0007252913690730441,6.0,30493.88095238096,0.004866001446423236,0.09296011436267698,0.6470588235294118,16.854221102952245
Canada,energy-efficiency,817905,0.0007413723152024937,6.0,28613.346846846845,0.004973896005761172,0.09239310944181355,0.6470588235294118,16.835856688491223
Brazil,fuel-switching,3095137,0.0028055200586362726,6.0,-17708.216666666664,0.01882322485702359,0.07842656962902445,0.6470588235294118,16.83116825003016
Ethiopia,forest,8320375,0.00754182414473924,9.0,164665.7500000001,0.05060129550951432,0.13341463723868519,0.47058823529411764,16.772402015810332
Dominican Republic,renewable-energy,220190,0.00019958646796930827,6.0,31933.499999999996,0.001338802350686802,0.09339417779272409,0.6470588235294118,16.730495676324672
Bulgaria,ghg-management,493597,0.0004474103357566041,6.0,25953.71428571428,0.0030015681353047522,0.09159119643985689,0.6470588235294118,16.724887053594703
Kenya,land-use,1584626,0.0014363499995110273,6.0,-8221.8,0.009636825064446793,0.0812868447580592,0.6470588235294118,16.578123263488475
Nicaragua,renewable-energy,318097,0.0002883321526937329,6.0,14436.23364485981,0.0019342384941454173,0.0881185297224091,0.6470588235294118,16.54328719925042
Thailand,fuel-switching,1431773,0.0012977997002762177,6.0,-9817.933333333336,0.00870722655937484,0.08080559028269986,0.6470588235294118,16.521689144271225
Vietnam,fuel-switching,169252,0.00015341481846015424,6.0,6705.716666666666,0.0010290152437843847,0.08578768065428818,0.6470588235294118,16.413844306511137
Nicaragua,forest,313385,0.0002840610621034637,6.0,1688.6000000000024,0.0019055817575691053,0.08427495624786858,0.6470588235294118,16.388397990805746
Brazil,land-use,198935,0.0001803203324650272,6.0,0.0,0.001209536871924171,0.08376582189792386,0.6470588235294118,16.34019082138216
Guinea-Bissau,forest,131069,0.0001188046631103559,6.0,0.0,0.0007967995874402998,0.08376582189792386,0.6470588235294118,16.323681330002803
Chile,renewable-energy,1558567,0.001412729382004273,7.0,68155.41666666667,0.00947834333727317,0.10431554578741502,0.5882352941176471,16.31646144734047
Bolivia,fuel-switching,40804,3.6985904169215924e-05,6.0,706.809523809524,0.00024783941616253686,0.08397893394781104,0.6470588235294118,16.31024740514718
Malaysia,renewable-energy,10492,9.510246704818485e-06,6.0,190.7641509433963,6.349242993563224e-05,0.08382333971267178,0.6470588235294118,16.296649756292535
Dominican Republic,energy-efficiency,18261,1.6552288894080286e-05,6.0,0.0,0.00011074077171436087,0.08376582189792386,0.6470588235294118,16.29623897737377
Singapore,energy-efficiency,38627,3.5012609556521506e-05,6.0,-611.7786885245902,0.00023459966329185956,0.08358136285203259,0.6470588235294118,16.293814971201215
Argentina,forest,1500,1.35964259028095e-06,6.0,0.0,8.806229745861636e-06,0.08376582189792386,0.6470588235294118,16.292161595695028
Guinea,fuel-switching,11779,1.067682004727954e-05,6.0,-737.7,7.131951397080069e-05,0.08354339597706978,0.6470588235294118,16.28576509022986
Chad,fuel-switching,67486,6.117122656513346e-05,6.0,-1963.8928571428569,0.00041011001152101764,0.08317368325456102,0.6470588235294118,16.284528201231517
Peru,fuel-switching,1818459,0.0016483028700531375,7.0,22025.800000000007,0.011058915617046286,0.09040688038721226,0.5882352941176471,15.823337722523284
South Africa,ghg-management,3818072,0.0034608088693061116,8.0,79160.88333333335,0.02321986277230293,0.10763383378763508,0.5294117647058824,15.82238315651517
Nicaragua,fuel-switching,294290,0.0002667528119291872,6.0,-46403.10000000001,0.0017894526436207435,0.06977469779871756,0.6470588235294118,15.803742488281769
Ghana,energy-efficiency,3450,3.127177957646185e-06,6.5,-574.1999999999999,2.066544798096536e-05,0.08359269330397724,0.6176470588235294,15.697475526548915
Guatemala,fuel-switching,533494,0.00048357410937289677,7.0,27073.880952380965,0.0032442077403949743,0.09192894091910779,0.5882352941176471,15.571631828733054
Mexico,ghg-management,597097,0.0005412256744859896,7.0,22999.401315789477,0.0036310189493217963,0.09070043355138364,0.5882352941176471,15.537963982381159
Chile,fuel-switching,515697,0.0004674424032534101,7.0,12754.383333333335,0.003135972608635928,0.08761143048927908,0.5882352941176471,15.394602006269542
Congo Republic,fuel-switching,10524,9.539252413411146e-06,7.0,895.5999999999999,6.368704274769548e-05,0.08403585667454976,0.5882352941176471,15.12868763104484
Madagascar,ghg-management,39986,3.6244445743316044e-05,7.0,0.0,0.0002428646261541703,0.08376582189792386,0.5882352941176471,15.125053343316065
Guyana,forest,1408,1.2762511780770517e-06,7.0,0.0,8.24671791117982e-06,0.08376582189792386,0.5882352941176471,15.115668626986345
Panama,forest,2018953,0.0018300363243836633,8.0,42980.75000000001,0.012278250027727765,0.09672506399870939,0.5294117647058824,14.948367855175135
Costa Rica,forest,260399,0.0002360330472443794,8.0,13860.675257731966,0.0015833394306946406,0.08794499155748813,0.5294117647058824,14.16936853364496
Uganda,renewable-energy,606445,0.0005496989671086206,8.0,4059.9333333333348,0.0036878702170457705,0.08498994337043693,0.5294117647058824,14.135347837616957
Madagascar,forest,505054,0.00045779528586116996,8.0,-6356.233333333337,0.0030712456036737696,0.08184933680597573,0.5294117647058824,13.98505859050363
Uruguay,fuel-switching,19413,1.7596494403416057e-05,8.0,0.0,0.00011774683294863753,0.08376582189792386,0.5294117647058824,13.94357804335255
Tajikistan,renewable-energy,21846,1.9801834684851756e-05,8.0,-857.4999999999997,0.0001325434883158208,0.08350727475527457,0.5294117647058824,13.933828023861263
Peru,renewable-energy,75812,6.871814936958625e-05,8.0,-14965.999999999993,0.00046074583255972204,0.07925338278784887,0.5294117647058824,13.776800438933993
Congo Republic,forest,56196,5.0937650002285514e-05,9.0,0.0,0.0003414481787649556,0.08376582189792386,0.47058823529411764,12.776055508949907
Bolivia,renewable-energy,48750,4.4188384184130876e-05,9.0,0.0,0.0002961642100579903,0.08376582189792386,0.47058823529411764,12.774244150201627
New Zealand,renewable-energy,2372,2.1500481494309422e-06,9.5,-71.39520958083833,1.4109428874584941e-05,0.08374429533531631,0.4411764705882353,12.173865602332343
Netherlands,ghg-management,723287,0.0006556078734643584,10.0,33183.57142857141,0.0043984624103924315,0.09377109020784323,0.4117647058823529,12.162076222376486
Mongolia,energy-efficiency,103226,9.35669773495609e-05,10.0,1864.1833333333336,0.0006274681959941496,0.0843278968532682,0.4117647058823529,11.633508719617552
New Zealand,energy-efficiency,13781,1.2491489691107848e-05,10.0,-803.1666666666666,8.349497802550719e-05,0.08352365694545993,0.4117647058823529,11.579580194586477
Belize,forest,3148294,0.002853703072750649,12.0,75819.1666666667,0.019146507146112518,0.10662626376348326,0.2941176470588236,10.913263777560303
United States,energy-efficiency,1324216,0.001200306981554319,11.0,-6966.5,0.008053102489778403,0.08166533365388154,0.3529411764705882,10.647560975158163
Russia,ghg-management,35582,3.225253509825118e-05,11.0,0.0,0.00021608103789396685,0.08376582189792386,0.3529411764705882,10.418099646844478
United Arab Emirates,energy-efficiency,30718,2.7843667392166817e-05,11.0,0.0,0.00018649989046035426,0.08376582189792386,0.3529411764705882,10.416916400947134
India,forest,1188929,0.0010776790034800932,12.0,52564.600000000006,0.007230334255228415,0.0996147165154201,0.2941176470588236,10.156154972002412
Chile,forest,1620399,0.0014687756624324408,12.0,32774.53333333333,0.009854383943382365,0.09364776002620065,0.2941176470588236,10.022438699959793
Argentina,fuel-switching,51271,4.6473490164196396e-05,12.0,163.78333333333325,0.0003114960506583475,0.08381520465343047,0.2941176470588236,9.247420969340025
Colombia,ghg-management,502,4.5502705354735795e-07,12.0,0.0,2.7367426696393206e-06,0.08376582189792386,0.2941176470588236,9.233095286800213
Pakistan,fuel-switching,43786,3.968887363869445e-05,12.0,-1292.9999999999995,0.0002659748975866801,0.08337596597320604,0.2941176470588236,9.22803057600818
Cambodia,fuel-switching,537687,0.0004873747636269288,12.0,-16550.383333333335,0.0032697081004256358,0.0787756710867474,0.2941176470588236,9.164168108663393
Israel,fuel-switching,3496,3.1688736637481344e-06,13.0,406.8529411764707,2.094520389830627e-05,0.0838884932278593,0.23529411764705888,8.062259890211482
Israel,energy-efficiency,841,7.623062789508527e-07,13.5,-230.49999999999994,4.798422147434276e-06,0.08369632321992893,0.20588235294117652,7.465691924506585
Russia,fuel-switching,332625,0.0003015007443948007,15.0,-4718.348360655737,0.0020225927108221287,0.08234317993095999,0.11764705882352944,5.727572082141873
Cyprus,ghg-management,6390,5.7920774345968475e-06,15.0,0.0,3.854550008927559e-05,0.08376582189792386,0.11764705882352944,5.705115872391115
Germany,ghg-management,4494549,0.0040739868296697694,15.0,-174964.23333333337,0.027333959374368708,0.031011883012608987,0.11764705882352944,4.686774871949697
New Zealand,ghg-management,326,2.954956562877265e-07,17.0,0.0,1.6663722032914974e-06,0.08376582189792386,0.0,3.3506995308050866
